Numero de instancias: 100
0,00025080900013563223
0,00015409599927806994
0,0002725430003920337
0,0001365709995297948
0,00015333800001826603
0,0002781550001600408
0,0001336070008619572
0,00027603499984252267
0,00038377999953809194
0,00024103399937303038
0,00015237000025081215
0,0001807729995562113
2,4461488769993593
0,00026466800045454875
0,0002548239999669022
0,0002308590001121047
0,0002282859995830222
0,00014301700048235944
0,0002478619999237708
0,00012950300060765585



Numero de instancias: 1000
0,0026887659996646107
0,002058188000773953
0,0025295120003647753
0,002045074999841745
0,002013229000112915
0,0015489470006286865
0,0021314179994078586
0,0020033330001751892
0,0015143580003496027
0,001995936000639631
0,0021825539997735177
0,0021289599999363418
0,0015263609993780847
0,0020324280003478634
0,0015235450000545825
0,0015318979994844995
0,0015804300001036609
0,0015230490007525077
0,0020258849999663653
0,0020415750004758593

Numero de instancias: 10000
0,030047514000216324
0,028018396999868855
0,03524947500045528
0,03472118599984242
0,03641624300053081
0,029522656000153802
0,036135070999989694
0,035131143999933556
0,02862391700000444
0,02784791599970049
0,035922928000218235
0,040471057999639015
0,03454634099944087
0,032115484999849286
0,029361048999817285
0,034078179999596614
0,0450129509999897
0,04111660100079462
0,03688383100052306
0,037996270999428816



Numero de instancias: 100000
0,34620106800048234
0,41002745399964624
0,33831615400049486
0,3996205600005851
0,39736261400048534
0,4010344329999498
0,3979385180000463
0,39856697199957125
0,4040370040002017
0,34054549299980863
0,3991300150000825
0,34155099999952654
0,39446418800071115
0,4092680300000211
0,4010854640000616
0,34631624899975577
0,40551054400020803
0,41150959099923057
0,4090075970007092
0,3417295360004573


Numero de instancias: 1000000
4,386279843000011
4,4101481429997875
5,15463101000023
5,156189306999295
5,1507254580001245
5,134024703999785
5,150103355000283
5,151346386000114
5,142805135000344
4,354079963000004
5,152744784999413
5,111372657999709
5,154853892000574
5,13744553000015
6,394080755000687
4,371172428999671
4,377788120000332
5,1449776379995455
5,155979946000116
5,128954329999942

Numero de instancias: 10000000
60,139220101998944
51,99292341599721
51,7421082960027
51,47912401299982
60,012970755000424
51,551544912999816
59,49665891100085
59,37227228199845
59,48251315499874
52,004438777999894
59,34189091099688
59,27232563200232
59,564737704000436
59,85450856800162
60,40147510400129
60,344529034002335
60,38255733400001
53,19330741700105
59,78398410199952
59,79783856299764
