Numero de instancias: 100
0,001838129999669036
0,0005506749994310667
0,0005565659994317684
0,0005681289994754479
0,0005442829997264198
0,0005012720002923743
0,00032854799974302296
0,0003368319994478952
0,00032710100003896514
0,00033914899995579617
0,0003294909993201145
0,0003315410003779107
0,00031703900003776653
0,00076393199924496
0,0005415380001068115
0,000682363000123587
0,00032566299978498137
0,0003511219993015402
0,0003306520002297475
0,0003221359993403894



Numero de instancias: 1000
0,0045064420000926475
0,0045358679999480955
0,004508508000071743
0,004553651999231079
0,004493537000598735
0,00461266899947077
0,004554299000119499
0,004568141999698128
0,004668632000175421
0,004514812999332207
0,004739814999993541
0,004528331000074104
0,0044937060001757345
0,0045217729993964895
0,004520688999946287
0,00449134900009085
0,004533790000095905
0,004529214999820397
0,004504262999944331
0,004484738999963156



Numero de instancias: 10000
0,1096457339999688
0,07541237599980377
0,07800477199998568
0,07758380299947021
0,07983070699992822
0,07417242499923304
0,06772659299986117
0,06354386900056852
0,06481267999970441
0,06421031999980187
0,06649917600043409
0,061947457999849576
0,05937147199983883
0,06265793900001881
0,07482067699947947
0,06774873100039258
0,06382462399960787
0,06317000499984715
0,06820115700065799
0,06753014100013388



Numero de instancias: 100000
0,789457575000597
0,7815064579999671
0,7799043640006857
0,8116281980001077
0,8033751140001186
0,7824662989996796
0,7752940809996289
0,7844522670002334
0,7925023070001771
0,7840884440001901
0,782038026999544
0,7916278490001787
0,7871758740002406
0,7878234199997678
0,7804231609998169
0,7878262489994086
0,7939475080002012
0,797882503999972
0,7829259939999247
0,780228384000111


Numero de instancias: 1000000
9,82762820500011
9,783110469000349
9,813714805000018
9,799248902999352
9,809010222000325
10,925004457999421
9,821731756999725
9,775048224000784
9,824748365999767
9,787490919999982
9,943689998000082
9,783949570999539
9,79390617900026
9,826775001999522
9,796724134000215
9,841217707000396
10,984084257000177
9,817074161000164
9,79147121799997
9,779979861000356


Numero de instancias: 10000000
126,4637005120021
124,05182607199822
123,6139979489999
122,29637143500076
121,26760043100148
121,02523857599954
120,9785167279988
120,16347119100101
120,73696601200209
120,85483017899969
120,50003176599785
118,33923745799984
115,71717977599837
116,99614308699893
119,666590877001
120,95860220000031
122,7472218719995
120,64819090400124
120,14671958300096
120,21533488700152
