Numero de instancias: 100
0,0004505540000536712
0,0007460450005964958
0,0007027769997876021
0,0007749779997539008
0,0006728570006089285
0,0007478440002159914
0,00043128699962835526
0,00043182199988223147
0,0004113429995413753
0,000414146999901277
0,0004165800000919262
0,00044367800001055
0,00042546199983917177
0,00045059799958835356
0,0004408019995025825
0,0004326149992266437
0,0004368899999462883
0,00044544100001076004
0,000421134999669448
0,0004081659999428666



Numero de instancias: 1000
0,07698629900005471
0,0516046919992732
0,05337488500026666
0,04476595500000258
0,046183622000171454
0,04543873300008272
0,045708253999691806
0,06504590300028212
0,04579432199989242
0,05426485699990735
0,04615234100037924
0,04585387899987836
0,049277766999693995
0,04875407500003348
0,04721434800012503
0,047250137999981234
0,054767462000199885
0,04740303699963988
0,046368473999791604
0,0461066200005007



Numero de instancias: 10000
4,311785447999682
4,214430666000226
4,221417142999599
4,185656322000796
4,1692074420006975
4,179294850000588
4,139573260999896
4,130584804999671
4,247273809000035
4,225069852000161
4,230171285999859
4,1947920739994515
4,150392900999577
4,1597497140001
4,119968297000014
4,180492597999546
4,223529097999744
4,1882413640005325
4,179356009000003
4,163351623999915



Numero de instancias: 100000
501,34150918999967
496,86220732200036
465,4554405859999
463,4503960920001
499,81791553100084
463,62588171099924
462,9826141470003
462,52418540300096
511,24969616899944
444,71127868199983
434,51784106599916
452,39980269700027
489,6396468370003
460,45080594299907
467,11328999099896
440,12440908200006
490,8864393120002
454,16403468800127
441,87599257500005
441,984521665001
